,tote_id,batch,weight,gmc,color,size,location
892,0635,BCDF38,1763.0,B13173030,Z1,20X70,Prep1
893,0640,BCDF51,1806.0,B13173030,Z1,20X70,940
894,1432,BCDF50,1848.0,B13173030,Z1,20X70,940
895,0278,Bcdf44,1838.0,B13173030,Z1,20X70,940
896,1047,BCGE16,1828.0,B13173030,Z1,20X70,Prep1
897,0422,BCFV02,946.0,B13173030,Z1,20X70,940
898,0930,BCDF37,1638.0,B13173030,Z1,20X70,Prep1
899,0596,BCDF63,1257.0,B13173030,Z1,20X70,870-5
900,1036,BCDF53,1820.0,B13173030,Z1,20X70,940
901,1493,BCDF46,1809.0,B13173030,Z1,20X70,940
902,0040,Bcdf41,1719.0,B13173030,Z1,20X70,940
903,0306,Bcdf45,1850.0,B13173030,Z1,20X70,940
904,1197,BCDF54,1800.0,B13173030,Z1,20X70,940
905,0551,Bcdf43,1755.0,B13173030,Z1,20X70,940
906,0637,Bcdf40,1770.0,B13173030,Z1,20X70,940
907,0282,BCDF62,1812.0,B13173030,Z1,20X70,940
908,0856,BCFU67,1123.0,B13173030,Z1,20X70,870-4
909,0376,BCFX08,1794.0,B13173031,Z1,25X100,870-2
910,0634,BCGE23,847.0,B13173031,Z1,25X100,940
911,0438,BCFX09,1493.0,B13173031,Z1,25X100,Zone E
912,0363,BCGE22,1460.0,B13173031,Z1,25X100,870-2
913,0239,BCFA27,176.0,B13173120,PG,20X50,870-1
914,0298,BCGE51,1815.0,B13173538,WN,30X150,Zone A
915,0829,BCGE48,1827.0,B13173538,WN,30X150,Zone A
916,0913,BCFX73,1085.0,B13173538,WN,30X150,870-2
917,1018,BCFX74,874.0,B13173538,WN,30X150,Zone A
918,0774,BCGE50,1805.0,B13173538,WN,30X150,Zone A
919,1489,BCGE47,1849.0,B13173538,WN,30X150,Zone A
920,0770,BCFX69,1382.0,B13173538,WN,30X150,870-2
921,1125,BCGE58,1813.0,B13173538,WN,30X150,Zone A
922,1160,BCGE59,1359.0,B13173538,WN,30X150,Zone A
923,0266,BCFC30,1114.0,B13173603,HX,25X100,Zone A
924,0518,BCGD35,1824.0,B13173603,HX,25X100,Zone A
925,0420,BCGE01,983.0,B13173603,HX,25X100,Zone A
926,0932,BCGD55,1847.0,B13173603,HX,25X100,Zone A
927,0975,BCGD48,238.0,B13173603,HX,25X100,870-1
928,0357,BCBB74,1551.0,B13173604,HX,20X70,Zone A
929,0705,BCBB79,1539.0,B13173604,HX,20X70,Zone A
930,0727,BCBB73,1516.0,B13173604,HX,20X70,Zone A
931,0696,BCBB78,1569.0,B13173604,HX,20X70,Zone A
932,0616,BCAD67,1578.0,B13173604,HX,20X70,870-4
933,0073,BBZH03,1769.0,B13173605,HXA,25X100,870-1
934,0185,BCFG34,1824.0,B13173605,HXA,25X100,870-3
935,0351,BCFC29,1070.0,B13173712,HX,10X30,Zone A
936,1433,BCFZ80,971.0,B13173712,HX,10X30,870-4
937,1421,BCFA96,426.0,B13173741,CX,30X150,870-3
938,0810,BCFO30,906.0,B13173742,NX,10X30,870-2
939,1147,BCGF96,1818.0,B13173742,NX,10X30,940.4
940,0022,BCGG01,1313.0,B13173743,NX,25X100,870-4
941,0177,BCFO40,1548.0,B13173743,NX,25X100,870-5
942,0514,BCFP51,1820.0,B13173744,WX,25X100,940.4
943,0532,BCFP36,1941.0,B13173744,WX,25X100,870-3
944,0739,BCGD33,1850.0,B13174131,WR,10X30,Zone C
945,0779,BCFR58,1849.0,B13174131,WR,10X30,Zone D
946,0231,BCGD27,1809.0,B13174131,WR,10X30,Zone C
947,0783,BCGD24,1824.0,B13174131,WR,10X30,Zone C
948,1398,BCGD28,1800.0,B13174131,WR,10X30,Zone D
949,0600,BCFR57,465.0,B13174131,WR,10X30,870-3
950,0951,BCGD29,1842.0,B13174131,WR,10X30,Zone D
951,1445,BCFR55,1783.0,B13174131,WR,10X30,Zone D
952,0802,BCGD32,1831.0,B13174131,WR,10X30,Zone C
953,1073,BCFR56,1760.0,B13174131,WR,10X30,Zone D
954,0382,BCGD26,1055.0,B13174132,WR,20X50,Zone C
955,0656,BCFR41,1843.0,B13174132,WR,20X50,Zone D
956,0024,BCFR46,1761.0,B13174132,WR,20X50,Zone D
957,1157,BcfF46,1817.0,B13174132,WR,20X50,Zone D
958,0160,BCGD23,1839.0,B13174132,WR,20X50,Zone D
959,0484,BCFR43,1387.0,B13174132,WR,20X50,870-4
960,1428,BCGD22,1839.0,B13174132,WR,20X50,Zone D
961,0157,BCFF63,1654.0,B13174132,WR,20X50,Zone C
962,0543,BCFR29,1263.0,B13174135,WR,30X150,870-1
963,1164,BCGD50,1840.0,B13174135,WR,30X150,Zone C
964,0068,BCGD95,1500.0,B13174135,WR,30X150,Zone D
965,0285,BCFR34,1850.0,B13174135,WR,30X150,Zone D
966,0923,BCGD51,1844.0,B13174135,WR,30X150,Zone C
967,0660,BCGE41,1790.0,B13174136,WR,50X150,Zone D
968,0325,BCGE32,1848.0,B13174136,WR,50X150,Zone D
969,0724,BCGH07,1800.0,B13174136,WR,50X150,Zone E
970,0787,BCGG93,660.0,B13174136,WR,50X150,870-4
971,0165,BCGE11,1777.0,B13174136,WR,50X150,Zone D
972,0974,BCGG86,1839.0,B13174136,WR,50X150,Zone C
973,1034,BCGH03,1801.0,B13174136,WR,50X150,Zone E
974,0082,BCGH09,1850.0,B13174136,WR,50X150,Zone D
975,0244,BCGG87,1850.0,B13174136,WR,50X150,Zone E
976,0125,BCGG95,1804.0,B13174136,WR,50X150,Zone E
977,0865,BCGG85,1800.0,B13174136,WR,50X150,Zone D
978,0228,BCGE37,1810.0,B13174136,WR,50X150,Zone D
979,0036,BCGG97,1850.0,B13174136,WR,50X150,Zone E
980,1041,BCGG90,1850.0,B13174136,WR,50X150,Zone E
981,1468,BCGG99,1806.0,B13174136,WR,50X150,Zone E
982,1133,BCGE07,1746.0,B13174136,WR,50X150,Zone D
983,0619,BCGE24,1800.0,B13174136,WR,50X150,Zone D
984,0625,BCGE29,1848.0,B13174136,WR,50X150,Zone D
985,0808,BCGG78,1800.0,B13174136,WR,50X150,Zone D
986,0877,BCGG80,1764.0,B13174136,WR,50X150,Zone C
987,0472,BCGH10,1846.0,B13174136,WR,50X150,Zone D
988,1357,BCAL06,72.0,B13173946,WXA,10X30,870-3
989,0196,BCAL05,105.0,B13173948,WXA,25X100,870-5
990,0504,BcCw34,1820.0,B13175638,WI,20X50,Zone D
991,0412,BcCw33,1801.0,B13175638,WI,20X50,940
992,0836,BCCW42,1178.0,B13175638,WI,20X50,940
993,0929,BCDE19,1282.0,B13175638,WI,20X50,870-4
994,0496,BCFO92,1625.0,B13173950,CXA,4X12,870-4
995,0533,Bcfp22,1825.0,B13173950,CXA,4X12,Zone E
996,1128,Bcfp23,1811.0,B13173950,CXA,4X12,Zone E
997,1159,Bcfp24,832.0,B13173950,CXA,4X12,Zone E
998,0589,Bceg84,1886.0,B13173951,CXA,7X10,Zone E
999,0553,BCEG90,345.0,B13174993,HXA,10X30,870-4
1000,1139,BCFH85,1463.0,B13176227,AB,10X30,Zone D
1001,0631,BCEH31,1223.0,B13176228,AI,10X30,870-3
1002,1387,BCEL52,1434.0,B13176229,CRL,4X12,870-4
1003,0510,BCEL55,504.0,B13176230,CRL,7X10,870-1
1004,0848,Bcel69,1904.0,B13176231,CRL,10X30,940
1005,0401,BCFI15,1921.0,B13176232,EY,4X12,Drop for 870
1006,1173,BCFI13,1733.0,B13176232,EY,4X12,Drop for 870
1007,0707,BCEL97,590.0,B13176233,EY,7X10,870-1
1008,1463,BCEL99,431.0,B13176234,EY,10X30,870-2
1009,0927,BCFP26,1580.0,B13176235,LGN,4X12,870-2
1010,0644,BCFP28,1584.0,B13176235,LGN,4X12,Zone E
1011,0173,Bcen85,1452.0,B13176236,LGN,7X10,940
1012,0431,Bcfk65,1798.0,B13176237,LT,4X12,Zone D
1013,0936,Bcfk63,339.0,B13176237,LT,4X12,870-5
1014,1083,Bcfk75,1817.0,B13176238,LT,7X10,Zone D
1015,0122,Bcfk72,1667.0,B13176238,LT,7X10,Zone D
1016,0147,BCEJ51,1507.0,B13175968,WX,4X12,870-2
1017,0212,BCEJ53,564.0,B13175969,WX,7X10,870-1
1018,0768,Bcej32,1232.0,B13173938,NXA,4X12,870-4
1019,0067,BCGH58,2192.0,B13173939,NXA,7X10,940.4
1020,0591,BCEJ34,451.0,B13173939,NXA,7X10,870-4
1021,0872,BCBU08,1064.0,B13175954,LR,10X30,Zone A
1022,1040,Bcfa91,1736.0,B13175949,CX,4X12,870-5
1023,0057,Bcej74,1811.0,B13175950,CX,7X10,Zone E
1024,1393,Bcfe30,683.0,B13175950,CX,7X10,870-5
1025,0207,Bcej77,1077.0,B13175955,NX,4X12,870-4
1026,0528,BCFG36,1459.0,B13176387,ZAC,4X12,870-3
1027,1105,BCFG40,1265.0,B13176388,ZAC,7X10,870-1
1028,1413,BCFG45,1624.0,B13176389,ZAC,20X70,870-3
1029,1465,Bcep32,1351.0,B13176389,ZAC,20X70,870-4
1030,0773,BCFG43,1417.0,B13176389,ZAC,20X70,870-4
1031,0902,BCEP33,1432.0,B13176389,ZAC,20X70,870-3
1032,1382,Bceo97,1580.0,B13176409,1DJ,20X70,870-1
1033,0295,Bceo31,1210.0,B13173944,WXA,4X12,870-4
1034,0339,BCFQ56,1664.0,B13176784,FQ,25X100,Zone D
